,Unnamed: 0,name,url,party,state,district,chamber,congress_numbers,start,end,last_name,state_abbreviation,rep_id,last_name_state
531,531,"Kinzinger, Adam",https://www.congress.gov/member/adam-kinzinger/K000378,Republican,Illinois,16,House,"[113, 114, 115, 116]",2013,inf,Kinzinger,IL,K000378,Kinzinger (IL)
532,532,"Kinzinger, Adam",https://www.congress.gov/member/adam-kinzinger/K000378,Republican,Illinois,11,House,[112],2011,2013.0,Kinzinger,IL,K000378,Kinzinger (IL)
533,533,"Kirk, Mark Steven",https://www.congress.gov/member/mark-kirk/K000360,Republican,Illinois,10,House,"[107, 108, 109, 110, 111]",2001,2010.0,Kirk,IL,K000360,Kirk (IL)
534,534,"Kirkpatrick, Ann",https://www.congress.gov/member/ann-kirkpatrick/K000368,Democratic,Arizona,2,House,[116],2019,inf,Kirkpatrick,AZ,K000368,Kirkpatrick (AZ)
535,535,"Kirkpatrick, Ann",https://www.congress.gov/member/ann-kirkpatrick/K000368,Democratic,Arizona,1,House,"[113, 114]",2013,2017.0,Kirkpatrick,AZ,K000368,Kirkpatrick (AZ)
536,536,"Kissell, Larry",https://www.congress.gov/member/larry-kissell/K000369,Democratic,North Carolina,8,House,"[111, 112]",2009,2013.0,Kissell,NC,K000369,Kissell (NC)
537,537,"Klein, Ron",https://www.congress.gov/member/ron-klein/K000366,Democratic,Florida,22,House,"[110, 111]",2007,2011.0,Klein,FL,K000366,Klein (FL)
538,538,"Kline, John",https://www.congress.gov/member/john-kline/K000363,Republican,Minnesota,2,House,"[108, 109, 110, 111, 112, 113, 114]",2003,2017.0,Kline,MN,K000363,Kline (MN)
539,539,"Knight, Stephen",https://www.congress.gov/member/stephen-knight/K000387,Republican,California,25,House,"[114, 115]",2015,2019.0,Knight,CA,K000387,Knight (CA)
540,540,"Knollenberg, Joe",https://www.congress.gov/member/joe-knollenberg/K000288,Republican,Michigan,9,House,"[108, 109, 110]",2003,2009.0,Knollenberg,MI,K000288,Knollenberg (MI)
541,541,"Kosmas, Suzanne M.",https://www.congress.gov/member/suzanne-kosmas/K000370,Democratic,Florida,24,House,[111],2009,2011.0,Kosmas,FL,K000370,Kosmas (FL)
542,542,"Kratovil, Frank, Jr.",https://www.congress.gov/member/frank-kratovil/K000371,Democratic,Maryland,1,House,[111],2009,2011.0,Kratovil,MD,K000371,Kratovil (MD)
543,543,"Krishnamoorthi, Raja",https://www.congress.gov/member/raja-krishnamoorthi/K000391,Democratic,Illinois,8,House,"[115, 116]",2017,inf,Krishnamoorthi,IL,K000391,Krishnamoorthi (IL)
544,544,"Kucinich, Dennis J.",https://www.congress.gov/member/dennis-kucinich/K000336,Democratic,Ohio,10,House,"[105, 106, 107, 108, 109, 110, 111, 112]",1997,2013.0,Kucinich,OH,K000336,Kucinich (OH)
545,545,"Kuhl, John R. ""Randy"", Jr.",https://www.congress.gov/member/john-kuhl/K000364,Republican,New York,29,House,"[109, 110]",2005,2009.0,Kuhl,NY,K000364,Kuhl (NY)
546,546,"Kuster, Ann M.",https://www.congress.gov/member/ann-kuster/K000382,Democratic,New Hampshire,2,House,"[113, 114, 115, 116]",2013,inf,Kuster,NH,K000382,Kuster (NH)
547,547,"Kustoff, David",https://www.congress.gov/member/david-kustoff/K000392,Republican,Tennessee,8,House,"[115, 116]",2017,inf,Kustoff,TN,K000392,Kustoff (TN)
548,548,"Kyl, Jon",https://www.congress.gov/member/jon-kyl/K000352,Republican,Arizona,4,House,"[100, 101, 102, 103]",1987,1995.0,Kyl,AZ,K000352,Kyl (AZ)
549,549,"Labrador, Raul R.",https://www.congress.gov/member/raul-labrador/L000573,Republican,Idaho,1,House,"[112, 113, 114, 115]",2011,2019.0,Labrador,ID,L000573,Labrador (ID)
550,550,"LaHood, Darin",https://www.congress.gov/member/darin-lahood/L000585,Republican,Illinois,18,House,"[114, 115, 116]",2015,inf,LaHood,IL,L000585,LaHood (IL)
551,551,"LaHood, Ray",https://www.congress.gov/member/ray-lahood/L000552,Republican,Illinois,18,House,"[104, 105, 106, 107, 108, 109, 110]",1995,2009.0,LaHood,IL,L000552,LaHood (IL)
552,552,"LaMalfa, Doug",https://www.congress.gov/member/doug-lamalfa/L000578,Republican,California,1,House,"[113, 114, 115, 116]",2013,inf,LaMalfa,CA,L000578,LaMalfa (CA)
553,553,"Lamb, Conor",https://www.congress.gov/member/conor-lamb/L000588,Democratic,Pennsylvania,17,House,[116],2019,inf,Lamb,PA,L000588,Lamb (PA)
554,554,"Lamb, Conor",https://www.congress.gov/member/conor-lamb/L000588,Democratic,Pennsylvania,18,House,[115],2018,2019.0,Lamb,PA,L000588,Lamb (PA)
555,555,"Lamborn, Doug",https://www.congress.gov/member/doug-lamborn/L000564,Republican,Colorado,5,House,"[110, 111, 112, 113, 114, 115, 116]",2007,inf,Lamborn,CO,L000564,Lamborn (CO)
556,556,"Lampson, Nick",https://www.congress.gov/member/nick-lampson/L000043,Democratic,Texas,22,House,[110],2007,2009.0,Lampson,TX,L000043,Lampson (TX)
557,557,"Lance, Leonard",https://www.congress.gov/member/leonard-lance/L000567,Republican,New Jersey,7,House,"[111, 112, 113, 114, 115]",2009,2019.0,Lance,NJ,L000567,Lance (NJ)
558,558,"Landry, Jeffrey M.",https://www.congress.gov/member/jeffrey-landry/L000574,Republican,Louisiana,3,House,[112],2011,2013.0,Landry,LA,L000574,Landry (LA)
559,559,"Langevin, James R.",https://www.congress.gov/member/james-langevin/L000559,Democratic,Rhode Island,2,House,"[107, 108, 109, 110, 111, 112, 113, 114, 115, 116]",2001,inf,Langevin,RI,L000559,Langevin (RI)
560,560,"Lankford, James",https://www.congress.gov/member/james-lankford/L000575,Republican,Oklahoma,5,House,"[112, 113]",2011,2015.0,Lankford,OK,L000575,Lankford (OK)
561,561,"Lantos, Tom",https://www.congress.gov/member/tom-lantos/L000090,Democratic,California,12,House,"[103, 104, 105, 106, 107, 108, 109, 110]",1993,2008.0,Lantos,CA,L000090,Lantos (CA)
562,562,"Larsen, Rick",https://www.congress.gov/member/rick-larsen/L000560,Democratic,Washington,2,House,"[107, 108, 109, 110, 111, 112, 113, 114, 115, 116]",2001,inf,Larsen,WA,L000560,Larsen (WA)
563,563,"Larson, John B.",https://www.congress.gov/member/john-larson/L000557,Democratic,Connecticut,1,House,"[106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116]",1999,inf,Larson,CT,L000557,Larson (CT)
564,564,"Latham, Tom",https://www.congress.gov/member/tom-latham/L000111,Republican,Iowa,3,House,[113],2013,2015.0,Latham,IA,L000111,Latham (IA)
565,565,"LaTourette, Steven C.",https://www.congress.gov/member/steven-latourette/L000553,Republican,Ohio,14,House,"[108, 109, 110, 111, 112]",2003,2013.0,LaTourette,OH,L000553,LaTourette (OH)
566,566,"Latta, Robert E.",https://www.congress.gov/member/robert-latta/L000566,Republican,Ohio,5,House,"[110, 111, 112, 113, 114, 115, 116]",2007,inf,Latta,OH,L000566,Latta (OH)
567,567,"Lawrence, Brenda L.",https://www.congress.gov/member/brenda-lawrence/L000581,Democratic,Michigan,14,House,"[114, 115, 116]",2015,inf,Lawrence,MI,L000581,Lawrence (MI)
568,568,"Lawson, Al, Jr.",https://www.congress.gov/member/al-lawson/L000586,Democratic,Florida,5,House,"[115, 116]",2017,inf,Lawson,FL,L000586,Lawson (FL)
569,569,"Lee, Barbara",https://www.congress.gov/member/barbara-lee/L000551,Democratic,California,13,House,"[113, 114, 115, 116]",2013,inf,Lee,CA,L000551,Lee (CA)
570,570,"Lee, Barbara",https://www.congress.gov/member/barbara-lee/L000551,Democratic,California,9,House,"[105, 106, 107, 108, 109, 110, 111, 112]",1997,2013.0,Lee,CA,L000551,Lee (CA)
571,571,"Lee, Christopher J.",https://www.congress.gov/member/christopher-lee/L000568,Republican,New York,26,House,"[111, 112]",2009,2011.0,Lee,NY,L000568,Lee (NY)
572,572,"Lee, Susie",https://www.congress.gov/member/susie-lee/L000590,Democratic,Nevada,3,House,[116],2019,inf,Lee,NV,L000590,Lee (NV)
573,573,"Lesko, Debbie",https://www.congress.gov/member/debbie-lesko/L000589,Republican,Arizona,8,House,"[115, 116]",2018,inf,Lesko,AZ,L000589,Lesko (AZ)
574,574,"Levin, Andy",https://www.congress.gov/member/andy-levin/L000592,Democratic,Michigan,9,House,[116],2019,inf,Levin,MI,L000592,Levin (MI)
575,575,"Levin, Mike",https://www.congress.gov/member/mike-levin/L000593,Democratic,California,49,House,[116],2019,inf,Levin,CA,L000593,Levin (CA)
576,576,"Levin, Sander M.",https://www.congress.gov/member/sander-levin/L000263,Democratic,Michigan,9,House,"[113, 114, 115]",2013,2019.0,Levin,MI,L000263,Levin (MI)
577,577,"Lewis, Jason",https://www.congress.gov/member/jason-lewis/L000587,Republican,Minnesota,2,House,[115],2017,2019.0,Lewis,MN,L000587,Lewis (MN)
578,578,"Lewis, Jerry",https://www.congress.gov/member/jerry-lewis/L000274,Republican,California,41,House,"[108, 109, 110, 111, 112]",2003,2013.0,Lewis,CA,L000274,Lewis (CA)
579,579,"Lewis, John",https://www.congress.gov/member/john-lewis/L000287,Democratic,Georgia,5,House,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116]",1987,2020.0,Lewis,GA,L000287,Lewis (GA)
580,580,"Lewis, Ron",https://www.congress.gov/member/ron-lewis/L000293,Republican,Kentucky,2,House,"[103, 104, 105, 106, 107, 108, 109, 110]",1993,2009.0,Lewis,KY,L000293,Lewis (KY)
581,581,"Lieu, Ted",https://www.congress.gov/member/ted-lieu/L000582,Democratic,California,33,House,"[114, 115, 116]",2015,inf,Lieu,CA,L000582,Lieu (CA)
582,582,"Lincoln, Blanche L.",https://www.congress.gov/member/blanche-lincoln/L000035,Democratic,Arkansas,1,House,"[103, 104]",1993,1997.0,Lincoln,AR,L000035,Lincoln (AR)
583,583,"Linder, John",https://www.congress.gov/member/john-linder/L000321,Republican,Georgia,7,House,"[108, 109, 110, 111]",2003,2011.0,Linder,GA,L000321,Linder (GA)
584,584,"Lipinski, Daniel",https://www.congress.gov/member/daniel-lipinski/L000563,Democratic,Illinois,3,House,"[109, 110, 111, 112, 113, 114, 115, 116]",2005,inf,Lipinski,IL,L000563,Lipinski (IL)
585,585,"LoBiondo, Frank A.",https://www.congress.gov/member/frank-lobiondo/L000554,Republican,New Jersey,2,House,"[104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115]",1995,2019.0,LoBiondo,NJ,L000554,LoBiondo (NJ)
586,586,"Loebsack, David",https://www.congress.gov/member/david-loebsack/L000565,Democratic,Iowa,2,House,"[110, 111, 112, 113, 114, 115, 116]",2007,inf,Loebsack,IA,L000565,Loebsack (IA)
587,587,"Lofgren, Zoe",https://www.congress.gov/member/zoe-lofgren/L000397,Democratic,California,19,House,"[113, 114, 115, 116]",2013,inf,Lofgren,CA,L000397,Lofgren (CA)
588,588,"Lofgren, Zoe",https://www.congress.gov/member/zoe-lofgren/L000397,Democratic,California,16,House,"[104, 105, 106, 107, 108, 109, 110, 111, 112]",1995,2013.0,Lofgren,CA,L000397,Lofgren (CA)
589,589,"Long, Billy",https://www.congress.gov/member/billy-long/L000576,Republican,Missouri,7,House,"[112, 113, 114, 115, 116]",2011,inf,Long,MO,L000576,Long (MO)
590,590,"Lott, Trent",https://www.congress.gov/member/chester-lott/L000447,Republican,Mississippi,5,House,"[93, 94, 95, 96, 97, 98, 99, 100]",1973,1989.0,Lott,MS,L000447,Lott (MS)
591,591,"Loudermilk, Barry",https://www.congress.gov/member/barry-loudermilk/L000583,Republican,Georgia,11,House,"[114, 115, 116]",2015,inf,Loudermilk,GA,L000583,Loudermilk (GA)
592,592,"Love, Mia B.",https://www.congress.gov/member/mia-love/L000584,Republican,Utah,4,House,"[114, 115]",2015,2019.0,Love,UT,L000584,Love (UT)
593,593,"Lowenthal, Alan S.",https://www.congress.gov/member/alan-lowenthal/L000579,Democratic,California,47,House,"[113, 114, 115, 116]",2013,inf,Lowenthal,CA,L000579,Lowenthal (CA)
594,594,"Lowey, Nita M.",https://www.congress.gov/member/nita-lowey/L000480,Democratic,New York,17,House,"[113, 114, 115, 116]",2013,inf,Lowey,NY,L000480,Lowey (NY)
595,595,"Lowey, Nita M.",https://www.congress.gov/member/nita-lowey/L000480,Democratic,New York,18,House,"[103, 104, 105, 106, 107, 108, 109, 110, 111, 112]",1993,2013.0,Lowey,NY,L000480,Lowey (NY)
596,596,"Lucas, Frank D.",https://www.congress.gov/member/frank-lucas/L000491,Republican,Oklahoma,3,House,"[108, 109, 110, 111, 112, 113, 114, 115, 116]",2003,inf,Lucas,OK,L000491,Lucas (OK)
597,597,"Lucas, Frank D.",https://www.congress.gov/member/frank-lucas/L000491,Republican,Oklahoma,6,House,"[103, 104, 105, 106, 107]",1993,2003.0,Lucas,OK,L000491,Lucas (OK)
598,598,"Luetkemeyer, Blaine",https://www.congress.gov/member/blaine-luetkemeyer/L000569,Republican,Missouri,3,House,"[113, 114, 115, 116]",2013,inf,Luetkemeyer,MO,L000569,Luetkemeyer (MO)
599,599,"Luetkemeyer, Blaine",https://www.congress.gov/member/blaine-luetkemeyer/L000569,Republican,Missouri,9,House,"[111, 112]",2009,2013.0,Luetkemeyer,MO,L000569,Luetkemeyer (MO)
600,600,"Lujan Grisham, Michelle",https://www.congress.gov/member/michelle-lujan-grisham/L000580,Democratic,New Mexico,1,House,"[113, 114, 115]",2013,2019.0,Lujan Grisham,NM,L000580,Lujan Grisham (NM)
601,601,"Lujan, Ben Ray",https://www.congress.gov/member/ben-lujan/L000570,Democratic,New Mexico,3,House,"[111, 112, 113, 114, 115, 116]",2009,inf,Lujan,NM,L000570,Lujan (NM)
602,602,"Lummis, Cynthia M.",https://www.congress.gov/member/cynthia-lummis/L000571,Republican,Wyoming,At Large,House,"[111, 112, 113, 114]",2009,2017.0,Lummis,WY,L000571,Lummis (WY)
603,603,"Lungren, Daniel E.",https://www.congress.gov/member/daniel-lungren/L000517,Republican,California,3,House,"[109, 110, 111, 112]",2005,2013.0,Lungren,CA,L000517,Lungren (CA)
604,604,"Luria, Elaine G.",https://www.congress.gov/member/elaine-luria/L000591,Democratic,Virginia,2,House,[116],2019,inf,Luria,VA,L000591,Luria (VA)
605,605,"Lynch, Stephen F.",https://www.congress.gov/member/stephen-lynch/L000562,Democratic,Massachusetts,8,House,"[113, 114, 115, 116]",2013,inf,Lynch,MA,L000562,Lynch (MA)
606,606,"Lynch, Stephen F.",https://www.congress.gov/member/stephen-lynch/L000562,Democratic,Massachusetts,9,House,"[107, 108, 109, 110, 111, 112]",2001,2013.0,Lynch,MA,L000562,Lynch (MA)
607,607,"MacArthur, Thomas",https://www.congress.gov/member/thomas-macarthur/M001193,Republican,New Jersey,3,House,"[114, 115]",2015,2019.0,MacArthur,NJ,M001193,MacArthur (NJ)
608,608,"Mack, Connie",https://www.congress.gov/member/connie-mack/M001155,Republican,Florida,14,House,"[109, 110, 111, 112]",2005,2013.0,Mack,FL,M001155,Mack (FL)
609,609,"Maffei, Daniel B.",https://www.congress.gov/member/daniel-maffei/M001171,Democratic,New York,24,House,[113],2013,2015.0,Maffei,NY,M001171,Maffei (NY)
610,610,"Mahoney, Tim",https://www.congress.gov/member/tim-mahoney/M001164,Democratic,Florida,16,House,[110],2007,2009.0,Mahoney,FL,M001164,Mahoney (FL)
611,611,"Malinowski, Tom",https://www.congress.gov/member/tom-malinowski/M001203,Democratic,New Jersey,7,House,[116],2019,inf,Malinowski,NJ,M001203,Malinowski (NJ)
612,612,"Maloney, Carolyn B.",https://www.congress.gov/member/carolyn-maloney/M000087,Democratic,New York,12,House,"[113, 114, 115, 116]",2013,inf,Maloney,NY,M000087,Maloney (NY)
613,613,"Maloney, Carolyn B.",https://www.congress.gov/member/carolyn-maloney/M000087,Democratic,New York,14,House,"[103, 104, 105, 106, 107, 108, 109, 110, 111, 112]",1993,2013.0,Maloney,NY,M000087,Maloney (NY)
614,614,"Maloney, Sean Patrick",https://www.congress.gov/member/sean-maloney/M001185,Democratic,New York,18,House,"[113, 114, 115, 116]",2013,inf,Maloney,NY,M001185,Maloney (NY)
615,615,"Manzullo, Donald A.",https://www.congress.gov/member/donald-manzullo/M001138,Republican,Illinois,16,House,"[103, 104, 105, 106, 107, 108, 109, 110, 111, 112]",1993,2013.0,Manzullo,IL,M001138,Manzullo (IL)
616,616,"Marchant, Kenny",https://www.congress.gov/member/kenny-marchant/M001158,Republican,Texas,24,House,"[109, 110, 111, 112, 113, 114, 115, 116]",2005,inf,Marchant,TX,M001158,Marchant (TX)
617,617,"Marino, Tom",https://www.congress.gov/member/tom-marino/M001179,Republican,Pennsylvania,12,House,[116],2019,2019.0,Marino,PA,M001179,Marino (PA)
618,618,"Markey, Betsy",https://www.congress.gov/member/betsy-markey/M001172,Democratic,Colorado,4,House,[111],2009,2011.0,Markey,CO,M001172,Markey (CO)
619,619,"Markey, Edward J.",https://www.congress.gov/member/edward-markey/M000133,Democratic,Massachusetts,5,House,[113],2013,2013.0,Markey,MA,M000133,Markey (MA)
620,620,"Markey, Edward J.",https://www.congress.gov/member/edward-markey/M000133,Democratic,Massachusetts,7,House,"[95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112]",1977,2013.0,Markey,MA,M000133,Markey (MA)
621,621,"Marshall, Jim",https://www.congress.gov/member/jim-marshall/M001146,Democratic,Georgia,8,House,"[110, 111]",2007,2011.0,Marshall,GA,M001146,Marshall (GA)
622,622,"Marshall, Roger W.",https://www.congress.gov/member/roger-marshall/M001198,Republican,Kansas,1,House,"[115, 116]",2017,inf,Marshall,KS,M001198,Marshall (KS)
623,623,"Massa, Eric J. J.",https://www.congress.gov/member/eric-massa/M001173,Democratic,New York,29,House,[111],2009,2010.0,Massa,NY,M001173,Massa (NY)
624,624,"Massie, Thomas",https://www.congress.gov/member/thomas-massie/M001184,Republican,Kentucky,4,House,"[112, 113, 114, 115, 116]",2012,inf,Massie,KY,M001184,Massie (KY)
625,625,"Mast, Brian J.",https://www.congress.gov/member/brian-mast/M001199,Republican,Florida,18,House,"[115, 116]",2017,inf,Mast,FL,M001199,Mast (FL)
626,626,"Matheson, Jim",https://www.congress.gov/member/jim-matheson/M001142,Democratic,Utah,4,House,[113],2013,2015.0,Matheson,UT,M001142,Matheson (UT)
627,627,"Matsui, Doris O.",https://www.congress.gov/member/doris-matsui/M001163,Democratic,California,6,House,"[113, 114, 115, 116]",2013,inf,Matsui,CA,M001163,Matsui (CA)
628,628,"Matsui, Doris O.",https://www.congress.gov/member/doris-matsui/M001163,Democratic,California,5,House,"[109, 110, 111, 112]",2005,2013.0,Matsui,CA,M001163,Matsui (CA)
629,629,"McAdams, Ben",https://www.congress.gov/member/ben-mcadams/M001209,Democratic,Utah,4,House,[116],2019,inf,McAdams,UT,M001209,McAdams (UT)
630,630,"McAllister, Vance M.",https://www.congress.gov/member/vance-mcallister/M001192,Republican,Louisiana,5,House,[113],2013,2015.0,McAllister,LA,M001192,McAllister (LA)
631,631,"McBath, Lucy",https://www.congress.gov/member/lucy-mcbath/M001208,Democratic,Georgia,6,House,[116],2019,inf,McBath,GA,M001208,McBath (GA)
632,632,"McCain, John",https://www.congress.gov/member/john-mccain/M000303,Republican,Arizona,1,House,"[98, 99]",1983,1987.0,McCain,AZ,M000303,McCain (AZ)
633,633,"McCarthy, Carolyn",https://www.congress.gov/member/carolyn-mccarthy/M000309,Democratic,New York,4,House,"[105, 106, 107, 108, 109, 110, 111, 112, 113]",1997,2015.0,McCarthy,NY,M000309,McCarthy (NY)
634,634,"McCarthy, Kevin",https://www.congress.gov/member/kevin-mccarthy/M001165,Republican,California,23,House,"[113, 114, 115, 116]",2013,inf,McCarthy,CA,M001165,McCarthy (CA)
635,635,"McCarthy, Kevin",https://www.congress.gov/member/kevin-mccarthy/M001165,Republican,California,22,House,"[110, 111, 112]",2007,2013.0,McCarthy,CA,M001165,McCarthy (CA)
636,636,"McCaul, Michael T.",https://www.congress.gov/member/michael-mccaul/M001157,Republican,Texas,10,House,"[109, 110, 111, 112, 113, 114, 115, 116]",2005,inf,McCaul,TX,M001157,McCaul (TX)
637,637,"McClintock, Tom",https://www.congress.gov/member/tom-mcclintock/M001177,Republican,California,4,House,"[111, 112, 113, 114, 115, 116]",2009,inf,McClintock,CA,M001177,McClintock (CA)
638,638,"McCollum, Betty",https://www.congress.gov/member/betty-mccollum/M001143,Democratic,Minnesota,4,House,"[107, 108, 109, 110, 111, 112, 113, 114, 115, 116]",2001,inf,McCollum,MN,M001143,McCollum (MN)
639,639,"McCotter, Thaddeus G.",https://www.congress.gov/member/thaddeus-mccotter/M001147,Republican,Michigan,11,House,"[108, 109, 110, 111, 112]",2003,2012.0,McCotter,MI,M001147,McCotter (MI)
640,640,"McCrery, Jim",https://www.congress.gov/member/jim-mccrery/M000388,Republican,Louisiana,4,House,"[105, 106, 107, 108, 109, 110, 111]",1997,2011.0,McCrery,LA,M000388,McCrery (LA)
641,641,"McDermott, Jim",https://www.congress.gov/member/jim-mcdermott/M000404,Democratic,Washington,7,House,"[101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114]",1989,2017.0,McDermott,WA,M000404,McDermott (WA)
642,642,"McEachin, A. Donald",https://www.congress.gov/member/a-mceachin/M001200,Democratic,Virginia,4,House,"[115, 116]",2017,inf,McEachin,VA,M001200,McEachin (VA)
643,643,"McGovern, James P.",https://www.congress.gov/member/james-mcgovern/M000312,Democratic,Massachusetts,2,House,"[113, 114, 115, 116]",2013,inf,McGovern,MA,M000312,McGovern (MA)
644,644,"McGovern, James P.",https://www.congress.gov/member/james-mcgovern/M000312,Democratic,Massachusetts,3,House,"[105, 106, 107, 108, 109, 110, 111, 112]",1997,2013.0,McGovern,MA,M000312,McGovern (MA)
645,645,"McHenry, Patrick T.",https://www.congress.gov/member/patrick-mchenry/M001156,Republican,North Carolina,10,House,"[109, 110, 111, 112, 113, 114, 115, 116]",2005,inf,McHenry,NC,M001156,McHenry (NC)
646,646,"McHugh, John M.",https://www.congress.gov/member/john-mchugh/M000472,Republican,New York,23,House,"[108, 109, 110, 111]",2003,2009.0,McHugh,NY,M000472,McHugh (NY)
647,647,"McIntyre, Mike",https://www.congress.gov/member/mike-mcintyre/M000485,Democratic,North Carolina,7,House,"[105, 106, 107, 108, 109, 110, 111, 112, 113]",1997,2015.0,McIntyre,NC,M000485,McIntyre (NC)
648,648,"McKeon, Howard P. ""Buck""",https://www.congress.gov/member/howard-mckeon/M000508,Republican,California,25,House,"[103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113]",1993,2015.0,McKeon,CA,M000508,McKeon (CA)
649,649,"McKinley, David B.",https://www.congress.gov/member/david-mckinley/M001180,Republican,West Virginia,1,House,"[112, 113, 114, 115, 116]",2011,inf,McKinley,WV,M001180,McKinley (WV)
650,650,"McMahon, Michael E.",https://www.congress.gov/member/michael-mcmahon/M001174,Democratic,New York,13,House,[111],2009,2011.0,McMahon,NY,M001174,McMahon (NY)
651,651,"McMorris Rodgers, Cathy",https://www.congress.gov/member/cathy-rodgers/M001159,Republican,Washington,5,House,"[109, 110, 111, 112, 113, 114, 115, 116]",2005,inf,McMorris Rodgers,WA,M001159,McMorris Rodgers (WA)
652,652,"McNerney, Jerry",https://www.congress.gov/member/jerry-mcnerney/M001166,Democratic,California,9,House,"[113, 114, 115, 116]",2013,inf,McNerney,CA,M001166,McNerney (CA)
653,653,"McNerney, Jerry",https://www.congress.gov/member/jerry-mcnerney/M001166,Democratic,California,11,House,"[110, 111, 112]",2007,2013.0,McNerney,CA,M001166,McNerney (CA)
654,654,"McNulty, Michael R.",https://www.congress.gov/member/michael-mcnulty/M000590,Democratic,New York,21,House,"[103, 104, 105, 106, 107, 108, 109, 110]",1993,2009.0,McNulty,NY,M000590,McNulty (NY)
655,655,"McSally, Martha",https://www.congress.gov/member/martha-mcsally/M001197,Republican,Arizona,2,House,"[114, 115]",2015,2019.0,McSally,AZ,M001197,McSally (AZ)
656,656,"Meadows, Mark",https://www.congress.gov/member/mark-meadows/M001187,Republican,North Carolina,11,House,"[113, 114, 115, 116]",2013,2020.0,Meadows,NC,M001187,Meadows (NC)
657,657,"Meehan, Martin T.",https://www.congress.gov/member/martin-meehan/M000627,Democratic,Massachusetts,5,House,"[103, 104, 105, 106, 107, 108, 109, 110]",1993,2007.0,Meehan,MA,M000627,Meehan (MA)
658,658,"Meehan, Patrick",https://www.congress.gov/member/patrick-meehan/M001181,Republican,Pennsylvania,7,House,"[112, 113, 114, 115]",2011,2018.0,Meehan,PA,M001181,Meehan (PA)
659,659,"Meek, Kendrick B.",https://www.congress.gov/member/kendrick-meek/M001148,Democratic,Florida,17,House,"[108, 109, 110, 111]",2003,2011.0,Meek,FL,M001148,Meek (FL)
660,660,"Meeks, Gregory W.",https://www.congress.gov/member/gregory-meeks/M001137,Democratic,New York,5,House,"[113, 114, 115, 116]",2013,inf,Meeks,NY,M001137,Meeks (NY)
661,661,"Meeks, Gregory W.",https://www.congress.gov/member/gregory-meeks/M001137,Democratic,New York,6,House,"[105, 106, 107, 108, 109, 110, 111, 112]",1997,2013.0,Meeks,NY,M001137,Meeks (NY)
662,662,"Melancon, Charlie",https://www.congress.gov/member/charlie-melancon/M001161,Democratic,Louisiana,3,House,"[109, 110, 111]",2005,2011.0,Melancon,LA,M001161,Melancon (LA)
663,663,"Menendez, Robert",https://www.congress.gov/member/robert-menendez/M000639,Democratic,New Jersey,13,House,"[103, 104, 105, 106, 107, 108, 109]",1993,2006.0,Menendez,NJ,M000639,Menendez (NJ)
664,664,"Meng, Grace",https://www.congress.gov/member/grace-meng/M001188,Democratic,New York,6,House,"[113, 114, 115, 116]",2013,inf,Meng,NY,M001188,Meng (NY)
665,665,"Messer, Luke",https://www.congress.gov/member/luke-messer/M001189,Republican,Indiana,6,House,"[113, 114, 115]",2013,2019.0,Messer,IN,M001189,Messer (IN)
666,666,"Meuser, Daniel",https://www.congress.gov/member/daniel-meuser/M001204,Republican,Pennsylvania,9,House,[116],2019,inf,Meuser,PA,M001204,Meuser (PA)
667,667,"Mfume, Kweisi",https://www.congress.gov/member/kweisi-mfume/M000687,Democratic,Maryland,7,House,[116],2020,inf,Mfume,MD,M000687,Mfume (MD)
668,668,"Mfume, Kweisi",https://www.congress.gov/member/kweisi-mfume/M000687,Democratic,Maryland,7,House,"[100, 101, 102, 103, 104]",1987,1997.0,Mfume,MD,M000687,Mfume (MD)
669,669,"Mica, John L.",https://www.congress.gov/member/john-mica/M000689,Republican,Florida,7,House,"[103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114]",1993,2017.0,Mica,FL,M000689,Mica (FL)
670,670,"Michaud, Michael H.",https://www.congress.gov/member/michael-michaud/M001149,Democratic,Maine,2,House,"[108, 109, 110, 111, 112, 113]",2003,2015.0,Michaud,ME,M001149,Michaud (ME)
671,671,"Mikulski, Barbara A.",https://www.congress.gov/member/barbara-mikulski/M000702,Democratic,Maryland,3,House,"[95, 96, 97, 98, 99]",1977,1987.0,Mikulski,MD,M000702,Mikulski (MD)
672,672,"Millender-McDonald, Juanita",https://www.congress.gov/member/juanita-millender-mcdonald/M000714,Democratic,California,37,House,"[104, 105, 106, 107, 108, 109, 110]",1995,2007.0,Millender-McDonald,CA,M000714,Millender-McDonald (CA)
673,673,"Miller, Brad",https://www.congress.gov/member/brad-miller/M001154,Democratic,North Carolina,13,House,"[108, 109, 110, 111, 112]",2003,2013.0,Miller,NC,M001154,Miller (NC)
674,674,"Miller, Candice S.",https://www.congress.gov/member/candice-miller/M001150,Republican,Michigan,10,House,"[108, 109, 110, 111, 112, 113, 114]",2003,2017.0,Miller,MI,M001150,Miller (MI)
