,Unnamed: 0,name,url,party,state,district,chamber,congress_numbers,start,end,last_name,state_abbreviation,rep_id,last_name_state
0,0,"Abercrombie, Neil",https://www.congress.gov/member/neil-abercrombie/A000014,Democratic,Hawaii,1,House,"[102, 103, 104, 105, 106, 107, 108, 109, 110, 111]",1991,2011.0,Abercrombie,HI,A000014,Abercrombie (HI)
1,1,"Abraham, Ralph Lee",https://www.congress.gov/member/ralph-abraham/A000374,Republican,Louisiana,5,House,"[114, 115, 116]",2015,inf,Abraham,LA,A000374,Abraham (LA)
2,2,"Ackerman, Gary L.",https://www.congress.gov/member/gary-ackerman/A000022,Democratic,New York,5,House,"[103, 104, 105, 106, 107, 108, 109, 110, 111, 112]",1993,2013.0,Ackerman,NY,A000022,Ackerman (NY)
3,3,"Adams, Alma S.",https://www.congress.gov/member/alma-adams/A000370,Democratic,North Carolina,12,House,"[113, 114, 115, 116]",2014,inf,Adams,NC,A000370,Adams (NC)
4,4,"Adams, Sandy",https://www.congress.gov/member/sandy-adams/A000366,Republican,Florida,24,House,[112],2011,2013.0,Adams,FL,A000366,Adams (FL)
5,5,"Aderholt, Robert B.",https://www.congress.gov/member/robert-aderholt/A000055,Republican,Alabama,4,House,"[105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116]",1997,inf,Aderholt,AL,A000055,Aderholt (AL)
6,6,"Adler, John H.",https://www.congress.gov/member/john-adler/A000364,Democratic,New Jersey,3,House,[111],2009,2011.0,Adler,NJ,A000364,Adler (NJ)
7,7,"Aguilar, Pete",https://www.congress.gov/member/pete-aguilar/A000371,Democratic,California,31,House,"[114, 115, 116]",2015,inf,Aguilar,CA,A000371,Aguilar (CA)
8,8,"Akaka, Daniel K.",https://www.congress.gov/member/daniel-akaka/A000069,Democratic,Hawaii,2,House,"[95, 96, 97, 98, 99, 100, 101]",1977,1991.0,Akaka,HI,A000069,Akaka (HI)
9,9,"Akin, W. Todd",https://www.congress.gov/member/w-akin/A000358,Republican,Missouri,2,House,"[107, 108, 109, 110, 111, 112]",2001,2013.0,Akin,MO,A000358,Akin (MO)
10,10,"Allard, Wayne",https://www.congress.gov/member/a-allard/A000109,Republican,Colorado,4,House,"[102, 103, 104]",1991,1997.0,Allard,CO,A000109,Allard (CO)
11,11,"Allen, Rick W.",https://www.congress.gov/member/rick-allen/A000372,Republican,Georgia,12,House,"[114, 115, 116]",2015,inf,Allen,GA,A000372,Allen (GA)
12,12,"Allen, Thomas H.",https://www.congress.gov/member/thomas-allen/A000357,Democratic,Maine,1,House,"[105, 106, 107, 108, 109, 110]",1997,2009.0,Allen,ME,A000357,Allen (ME)
13,13,"Allred, Colin Z.",https://www.congress.gov/member/colin-allred/A000376,Democratic,Texas,32,House,[116],2019,inf,Allred,TX,A000376,Allred (TX)
14,14,"Altmire, Jason",https://www.congress.gov/member/jason-altmire/A000362,Democratic,Pennsylvania,4,House,"[110, 111, 112]",2007,2013.0,Altmire,PA,A000362,Altmire (PA)
15,15,"Amodei, Mark E.",https://www.congress.gov/member/mark-amodei/A000369,Republican,Nevada,2,House,"[112, 113, 114, 115, 116]",2011,inf,Amodei,NV,A000369,Amodei (NV)
16,16,"Andrews, Robert E.",https://www.congress.gov/member/robert-andrews/A000210,Democratic,New Jersey,1,House,"[101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113]",1989,2014.0,Andrews,NJ,A000210,Andrews (NJ)
17,17,"Arcuri, Michael A.",https://www.congress.gov/member/michael-arcuri/A000363,Democratic,New York,24,House,"[110, 111]",2007,2011.0,Arcuri,NY,A000363,Arcuri (NY)
18,18,"Armstrong, Kelly",https://www.congress.gov/member/kelly-armstrong/A000377,Republican,North Dakota,At Large,House,[116],2019,inf,Armstrong,ND,A000377,Armstrong (ND)
19,19,"Arrington, Jodey C.",https://www.congress.gov/member/jodey-arrington/A000375,Republican,Texas,19,House,"[115, 116]",2017,inf,Arrington,TX,A000375,Arrington (TX)
20,20,"Ashford, Brad",https://www.congress.gov/member/brad-ashford/A000373,Democratic,Nebraska,2,House,[114],2015,2017.0,Ashford,NE,A000373,Ashford (NE)
21,21,"Austria, Steve",https://www.congress.gov/member/steve-austria/A000365,Republican,Ohio,7,House,"[111, 112]",2009,2013.0,Austria,OH,A000365,Austria (OH)
22,22,"Axne, Cynthia",https://www.congress.gov/member/cynthia-axne/A000378,Democratic,Iowa,3,House,[116],2019,inf,Axne,IA,A000378,Axne (IA)
23,23,"Babin, Brian",https://www.congress.gov/member/brian-babin/B001291,Republican,Texas,36,House,"[114, 115, 116]",2015,inf,Babin,TX,B001291,Babin (TX)
24,24,"Baca, Joe",https://www.congress.gov/member/joe-baca/B001234,Democratic,California,43,House,"[108, 109, 110, 111, 112]",2003,2013.0,Baca,CA,B001234,Baca (CA)
25,25,"Bachmann, Michele",https://www.congress.gov/member/michele-bachmann/B001256,Republican,Minnesota,6,House,"[110, 111, 112, 113]",2007,2015.0,Bachmann,MN,B001256,Bachmann (MN)
26,26,"Bachus, Spencer",https://www.congress.gov/member/spencer-bachus/B000013,Republican,Alabama,6,House,"[103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113]",1993,2015.0,Bachus,AL,B000013,Bachus (AL)
27,27,"Bacon, Don",https://www.congress.gov/member/don-bacon/B001298,Republican,Nebraska,2,House,"[115, 116]",2017,inf,Bacon,NE,B001298,Bacon (NE)
28,28,"Baird, Brian",https://www.congress.gov/member/brian-baird/B001229,Democratic,Washington,3,House,"[106, 107, 108, 109, 110, 111]",1999,2011.0,Baird,WA,B001229,Baird (WA)
29,29,"Baird, James R.",https://www.congress.gov/member/james-baird/B001307,Republican,Indiana,4,House,[116],2019,inf,Baird,IN,B001307,Baird (IN)
30,30,"Baker, Richard H.",https://www.congress.gov/member/richard-baker/B000072,Republican,Louisiana,6,House,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110]",1987,2008.0,Baker,LA,B000072,Baker (LA)
31,31,"Balderson, Troy",https://www.congress.gov/member/troy-balderson/B001306,Republican,Ohio,12,House,"[115, 116]",2018,inf,Balderson,OH,B001306,Balderson (OH)
32,32,"Baldwin, Tammy",https://www.congress.gov/member/tammy-baldwin/B001230,Democratic,Wisconsin,2,House,"[106, 107, 108, 109, 110, 111, 112]",1999,2013.0,Baldwin,WI,B001230,Baldwin (WI)
33,33,"Banks, Jim",https://www.congress.gov/member/jim-banks/B001299,Republican,Indiana,3,House,"[115, 116]",2017,inf,Banks,IN,B001299,Banks (IN)
34,34,"Barber, Ron",https://www.congress.gov/member/ron-barber/B001279,Democratic,Arizona,2,House,[113],2013,2015.0,Barber,AZ,B001279,Barber (AZ)
35,35,"Barletta, Lou",https://www.congress.gov/member/lou-barletta/B001269,Republican,Pennsylvania,11,House,"[112, 113, 114, 115]",2011,2019.0,Barletta,PA,B001269,Barletta (PA)
36,36,"Barr, Andy",https://www.congress.gov/member/andy-barr/B001282,Republican,Kentucky,6,House,"[113, 114, 115, 116]",2013,inf,Barr,KY,B001282,Barr (KY)
37,37,"Barragan, Nanette Diaz",https://www.congress.gov/member/nanette-barragan/B001300,Democratic,California,44,House,"[115, 116]",2017,inf,Barragan,CA,B001300,Barragan (CA)
38,38,"Barrett, J. Gresham",https://www.congress.gov/member/j-barrett/B001239,Republican,South Carolina,3,House,"[108, 109, 110, 111]",2003,2011.0,Barrett,SC,B001239,Barrett (SC)
39,39,"Barrow, John",https://www.congress.gov/member/john-barrow/B001252,Democratic,Georgia,12,House,"[109, 110, 111, 112, 113]",2005,2015.0,Barrow,GA,B001252,Barrow (GA)
40,40,"Bartlett, Roscoe G.",https://www.congress.gov/member/roscoe-bartlett/B000208,Republican,Maryland,6,House,"[103, 104, 105, 106, 107, 108, 109, 110, 111, 112]",1993,2013.0,Bartlett,MD,B000208,Bartlett (MD)
41,41,"Barton, Joe",https://www.congress.gov/member/joe-barton/B000213,Republican,Texas,6,House,"[99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115]",1985,2019.0,Barton,TX,B000213,Barton (TX)
42,42,"Bass, Charles F.",https://www.congress.gov/member/charles-bass/B000220,Republican,New Hampshire,2,House,[112],2011,2013.0,Bass,NH,B000220,Bass (NH)
43,43,"Bass, Karen",https://www.congress.gov/member/karen-bass/B001270,Democratic,California,37,House,"[113, 114, 115, 116]",2013,inf,Bass,CA,B001270,Bass (CA)
44,44,"Bass, Karen",https://www.congress.gov/member/karen-bass/B001270,Democratic,California,33,House,[112],2011,2013.0,Bass,CA,B001270,Bass (CA)
45,45,"Baucus, Max",https://www.congress.gov/member/max-baucus/B000243,Democratic,Montana,1,House,"[94, 95]",1975,1979.0,Baucus,MT,B000243,Baucus (MT)
46,46,"Bean, Melissa L.",https://www.congress.gov/member/melissa-bean/B001253,Democratic,Illinois,8,House,"[109, 110, 111]",2005,2011.0,Bean,IL,B001253,Bean (IL)
47,47,"Beatty, Joyce",https://www.congress.gov/member/joyce-beatty/B001281,Democratic,Ohio,3,House,"[113, 114, 115, 116]",2013,inf,Beatty,OH,B001281,Beatty (OH)
48,48,"Becerra, Xavier",https://www.congress.gov/member/xavier-becerra/B000287,Democratic,California,34,House,"[113, 114, 115]",2013,2017.0,Becerra,CA,B000287,Becerra (CA)
49,49,"Benishek, Dan",https://www.congress.gov/member/dan-benishek/B001271,Republican,Michigan,1,House,"[112, 113, 114]",2011,2017.0,Benishek,MI,B001271,Benishek (MI)
50,50,"Bentivolio, Kerry L.",https://www.congress.gov/member/kerry-bentivolio/B001280,Republican,Michigan,11,House,[113],2013,2015.0,Bentivolio,MI,B001280,Bentivolio (MI)
51,51,"Bera, Ami",https://www.congress.gov/member/ami-bera/B001287,Democratic,California,7,House,"[113, 114, 115, 116]",2013,inf,Bera,CA,B001287,Bera (CA)
52,52,"Berg, Rick",https://www.congress.gov/member/rick-berg/B001272,Republican,North Dakota,At Large,House,[112],2011,2013.0,Berg,ND,B001272,Berg (ND)
53,53,"Bergman, Jack",https://www.congress.gov/member/jack-bergman/B001301,Republican,Michigan,1,House,"[115, 116]",2017,inf,Bergman,MI,B001301,Bergman (MI)
54,54,"Berkley, Shelley",https://www.congress.gov/member/shelley-berkley/B001231,Democratic,Nevada,1,House,"[106, 107, 108, 109, 110, 111, 112]",1999,2013.0,Berkley,NV,B001231,Berkley (NV)
55,55,"Berman, Howard L.",https://www.congress.gov/member/howard-berman/B000410,Democratic,California,28,House,"[108, 109, 110, 111, 112]",2003,2013.0,Berman,CA,B000410,Berman (CA)
56,56,"Berry, Marion",https://www.congress.gov/member/marion-berry/B000420,Democratic,Arkansas,1,House,"[105, 106, 107, 108, 109, 110, 111]",1997,2011.0,Berry,AR,B000420,Berry (AR)
57,57,"Beyer, Donald S., Jr.",https://www.congress.gov/member/donald-beyer/B001292,Democratic,Virginia,8,House,"[114, 115, 116]",2015,inf,Beyer,VA,B001292,Beyer (VA)
58,58,"Biggert, Judy",https://www.congress.gov/member/judy-biggert/B001232,Republican,Illinois,13,House,"[106, 107, 108, 109, 110, 111, 112]",1999,2013.0,Biggert,IL,B001232,Biggert (IL)
59,59,"Biggs, Andy",https://www.congress.gov/member/andy-biggs/B001302,Republican,Arizona,5,House,"[115, 116]",2017,inf,Biggs,AZ,B001302,Biggs (AZ)
60,60,"Bilbray, Brian P.",https://www.congress.gov/member/brian-bilbray/B000461,Republican,California,50,House,"[109, 110, 111, 112]",2005,2013.0,Bilbray,CA,B000461,Bilbray (CA)
61,61,"Bilirakis, Gus M.",https://www.congress.gov/member/gus-bilirakis/B001257,Republican,Florida,12,House,"[113, 114, 115, 116]",2013,inf,Bilirakis,FL,B001257,Bilirakis (FL)
62,62,"Bilirakis, Gus M.",https://www.congress.gov/member/gus-bilirakis/B001257,Republican,Florida,9,House,"[110, 111, 112]",2007,2013.0,Bilirakis,FL,B001257,Bilirakis (FL)
63,63,"Bishop, Dan",https://www.congress.gov/member/dan-bishop/B001311,Republican,North Carolina,9,House,[116],2019,inf,Bishop,NC,B001311,Bishop (NC)
64,64,"Bishop, Mike",https://www.congress.gov/member/mike-bishop/B001293,Republican,Michigan,8,House,"[114, 115]",2015,2019.0,Bishop,MI,B001293,Bishop (MI)
65,65,"Bishop, Rob",https://www.congress.gov/member/rob-bishop/B001250,Republican,Utah,1,House,"[108, 109, 110, 111, 112, 113, 114, 115, 116]",2003,inf,Bishop,UT,B001250,Bishop (UT)
66,66,"Bishop, Sanford D., Jr.",https://www.congress.gov/member/sanford-bishop/B000490,Democratic,Georgia,2,House,"[103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116]",1993,inf,Bishop,GA,B000490,Bishop (GA)
67,67,"Bishop, Timothy H.",https://www.congress.gov/member/timothy-bishop/B001242,Democratic,New York,1,House,"[108, 109, 110, 111, 112, 113]",2003,2015.0,Bishop,NY,B001242,Bishop (NY)
68,68,"Black, Diane",https://www.congress.gov/member/diane-black/B001273,Republican,Tennessee,6,House,"[112, 113, 114, 115]",2011,2019.0,Black,TN,B001273,Black (TN)
69,69,"Blackburn, Marsha",https://www.congress.gov/member/marsha-blackburn/B001243,Republican,Tennessee,7,House,"[108, 109, 110, 111, 112, 113, 114, 115]",2003,2019.0,Blackburn,TN,B001243,Blackburn (TN)
70,70,"Blum, Rod",https://www.congress.gov/member/rod-blum/B001294,Republican,Iowa,1,House,"[114, 115]",2015,2019.0,Blum,IA,B001294,Blum (IA)
71,71,"Blumenauer, Earl",https://www.congress.gov/member/earl-blumenauer/B000574,Democratic,Oregon,3,House,"[104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116]",1995,inf,Blumenauer,OR,B000574,Blumenauer (OR)
72,72,"Blunt Rochester, Lisa",https://www.congress.gov/member/lisa-blunt-rochester/B001303,Democratic,Delaware,At Large,House,"[115, 116]",2017,inf,Blunt Rochester,DE,B001303,Blunt Rochester (DE)
73,73,"Blunt, Roy",https://www.congress.gov/member/roy-blunt/B000575,Republican,Missouri,7,House,"[105, 106, 107, 108, 109, 110, 111]",1997,2011.0,Blunt,MO,B000575,Blunt (MO)
74,74,"Boccieri, John A.",https://www.congress.gov/member/john-boccieri/B001263,Democratic,Ohio,16,House,[111],2009,2011.0,Boccieri,OH,B001263,Boccieri (OH)
75,75,"Boehner, John A.",https://www.congress.gov/member/john-boehner/B000589,Republican,Ohio,8,House,"[102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114]",1991,2015.0,Boehner,OH,B000589,Boehner (OH)
76,76,"Bonamici, Suzanne",https://www.congress.gov/member/suzanne-bonamici/B001278,Democratic,Oregon,1,House,"[112, 113, 114, 115, 116]",2012,inf,Bonamici,OR,B001278,Bonamici (OR)
77,77,"Bonner, Jo",https://www.congress.gov/member/jo-bonner/B001244,Republican,Alabama,1,House,"[108, 109, 110, 111, 112, 113]",2003,2013.0,Bonner,AL,B001244,Bonner (AL)
78,78,"Bono Mack, Mary",https://www.congress.gov/member/mary-bono-mack/B001228,Republican,California,45,House,"[108, 109, 110, 111, 112]",2003,2013.0,Bono Mack,CA,B001228,Bono Mack (CA)
79,79,"Boozman, John",https://www.congress.gov/member/john-boozman/B001236,Republican,Arkansas,3,House,"[107, 108, 109, 110, 111]",2001,2011.0,Boozman,AR,B001236,Boozman (AR)
81,81,"Boren, Dan",https://www.congress.gov/member/dan-boren/B001254,Democratic,Oklahoma,2,House,"[109, 110, 111, 112]",2005,2013.0,Boren,OK,B001254,Boren (OK)
82,82,"Bost, Mike",https://www.congress.gov/member/mike-bost/B001295,Republican,Illinois,12,House,"[114, 115, 116]",2015,inf,Bost,IL,B001295,Bost (IL)
83,83,"Boswell, Leonard L.",https://www.congress.gov/member/leonard-boswell/B000652,Democratic,Iowa,3,House,"[105, 106, 107, 108, 109, 110, 111, 112]",1997,2013.0,Boswell,IA,B000652,Boswell (IA)
84,84,"Boucher, Rick",https://www.congress.gov/member/rick-boucher/B000657,Democratic,Virginia,9,House,"[98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111]",1983,2011.0,Boucher,VA,B000657,Boucher (VA)
85,85,"Boustany, Charles W., Jr.",https://www.congress.gov/member/charles-boustany/B001255,Republican,Louisiana,3,House,"[113, 114]",2013,2017.0,Boustany,LA,B001255,Boustany (LA)
86,86,"Boxer, Barbara",https://www.congress.gov/member/barbara-boxer/B000711,Democratic,California,6,House,"[98, 99, 100, 101, 102]",1983,1993.0,Boxer,CA,B000711,Boxer (CA)
87,87,"Boyd, Allen",https://www.congress.gov/member/allen-boyd/B000716,Democratic,Florida,2,House,"[105, 106, 107, 108, 109, 110, 111]",1997,2011.0,Boyd,FL,B000716,Boyd (FL)
88,88,"Boyda, Nancy E.",https://www.congress.gov/member/nancy-boyda/B001258,Democratic,Kansas,2,House,[110],2007,2009.0,Boyda,KS,B001258,Boyda (KS)
89,89,"Boyle, Brendan F.",https://www.congress.gov/member/brendan-boyle/B001296,Democratic,Pennsylvania,2,House,[116],2019,inf,Boyle,PA,B001296,Boyle (PA)
90,90,"Boyle, Brendan F.",https://www.congress.gov/member/brendan-boyle/B001296,Democratic,Pennsylvania,13,House,"[114, 115]",2015,2019.0,Boyle,PA,B001296,Boyle (PA)
91,91,"Brady, Kevin",https://www.congress.gov/member/kevin-brady/B000755,Republican,Texas,8,House,"[105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116]",1997,inf,Brady,TX,B000755,Brady (TX)
92,92,"Brady, Robert A.",https://www.congress.gov/member/robert-brady/B001227,Democratic,Pennsylvania,1,House,"[105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115]",1997,2019.0,Brady,PA,B001227,Brady (PA)
93,93,"Braley, Bruce L.",https://www.congress.gov/member/bruce-braley/B001259,Democratic,Iowa,1,House,"[110, 111, 112, 113]",2007,2015.0,Braley,IA,B001259,Braley (IA)
94,94,"Brat, Dave",https://www.congress.gov/member/dave-brat/B001290,Republican,Virginia,7,House,"[113, 114, 115]",2014,2019.0,Brat,VA,B001290,Brat (VA)
95,95,"Bridenstine, Jim",https://www.congress.gov/member/jim-bridenstine/B001283,Republican,Oklahoma,1,House,"[113, 114, 115]",2013,2018.0,Bridenstine,OK,B001283,Bridenstine (OK)
96,96,"Bright, Bobby",https://www.congress.gov/member/bobby-bright/B001264,Democratic,Alabama,2,House,[111],2009,2011.0,Bright,AL,B001264,Bright (AL)
97,97,"Brindisi, Anthony",https://www.congress.gov/member/anthony-brindisi/B001308,Democratic,New York,22,House,[116],2019,inf,Brindisi,NY,B001308,Brindisi (NY)
98,98,"Brooks, Mo",https://www.congress.gov/member/mo-brooks/B001274,Republican,Alabama,5,House,"[112, 113, 114, 115, 116]",2011,inf,Brooks,AL,B001274,Brooks (AL)
99,99,"Brooks, Susan W.",https://www.congress.gov/member/susan-brooks/B001284,Republican,Indiana,5,House,"[113, 114, 115, 116]",2013,inf,Brooks,IN,B001284,Brooks (IN)
100,100,"Broun, Paul C.",https://www.congress.gov/member/paul-broun/B001262,Republican,Georgia,10,House,"[110, 111, 112, 113]",2007,2015.0,Broun,GA,B001262,Broun (GA)
101,101,"Brown, Anthony G.",https://www.congress.gov/member/anthony-brown/B001304,Democratic,Maryland,4,House,"[115, 116]",2017,inf,Brown,MD,B001304,Brown (MD)
102,102,"Brown, Corrine",https://www.congress.gov/member/corrine-brown/B000911,Democratic,Florida,5,House,"[113, 114]",2013,2017.0,Brown,FL,B000911,Brown (FL)
103,103,"Brown, Henry E., Jr.",https://www.congress.gov/member/henry-brown/B001235,Republican,South Carolina,1,House,"[107, 108, 109, 110, 111]",2001,2011.0,Brown,SC,B001235,Brown (SC)
104,104,"Brown, Sherrod",https://www.congress.gov/member/sherrod-brown/B000944,Democratic,Ohio,13,House,"[103, 104, 105, 106, 107, 108, 109]",1993,2007.0,Brown,OH,B000944,Brown (OH)
105,105,"Brown-Waite, Ginny",https://www.congress.gov/member/ginny-brown-waite/B001247,Republican,Florida,5,House,"[108, 109, 110, 111]",2003,2011.0,Brown-Waite,FL,B001247,Brown-Waite (FL)
106,106,"Brownback, Sam",https://www.congress.gov/member/sam-brownback/B000953,Republican,Kansas,2,House,[104],1995,1996.0,Brownback,KS,B000953,Brownback (KS)
107,107,"Brownley, Julia",https://www.congress.gov/member/julia-brownley/B001285,Democratic,California,26,House,"[113, 114, 115, 116]",2013,inf,Brownley,CA,B001285,Brownley (CA)
108,108,"Buchanan, Vern",https://www.congress.gov/member/vern-buchanan/B001260,Republican,Florida,16,House,"[113, 114, 115, 116]",2013,inf,Buchanan,FL,B001260,Buchanan (FL)
109,109,"Buchanan, Vern",https://www.congress.gov/member/vern-buchanan/B001260,Republican,Florida,13,House,"[110, 111, 112]",2007,2013.0,Buchanan,FL,B001260,Buchanan (FL)
110,110,"Buck, Ken",https://www.congress.gov/member/ken-buck/B001297,Republican,Colorado,4,House,"[114, 115, 116]",2015,inf,Buck,CO,B001297,Buck (CO)
111,111,"Bucshon, Larry",https://www.congress.gov/member/larry-bucshon/B001275,Republican,Indiana,8,House,"[112, 113, 114, 115, 116]",2011,inf,Bucshon,IN,B001275,Bucshon (IN)
112,112,"Budd, Ted",https://www.congress.gov/member/ted-budd/B001305,Republican,North Carolina,13,House,"[115, 116]",2017,inf,Budd,NC,B001305,Budd (NC)
113,113,"Buerkle, Ann Marie",https://www.congress.gov/member/ann-buerkle/B001276,Republican,New York,25,House,[112],2011,2013.0,Buerkle,NY,B001276,Buerkle (NY)
114,114,"Bunning, Jim",https://www.congress.gov/member/jim-bunning/B001066,Republican,Kentucky,4,House,"[100, 101, 102, 103, 104, 105]",1987,1999.0,Bunning,KY,B001066,Bunning (KY)
115,115,"Burchett, Tim",https://www.congress.gov/member/tim-burchett/B001309,Republican,Tennessee,2,House,[116],2019,inf,Burchett,TN,B001309,Burchett (TN)
116,116,"Burgess, Michael C.",https://www.congress.gov/member/michael-burgess/B001248,Republican,Texas,26,House,"[108, 109, 110, 111, 112, 113, 114, 115, 116]",2003,inf,Burgess,TX,B001248,Burgess (TX)
117,117,"Burr, Richard",https://www.congress.gov/member/richard-burr/B001135,Republican,North Carolina,5,House,"[104, 105, 106, 107, 108]",1995,2005.0,Burr,NC,B001135,Burr (NC)
118,118,"Burton, Dan",https://www.congress.gov/member/dan-burton/B001149,Republican,Indiana,5,House,"[108, 109, 110, 111, 112]",2003,2013.0,Burton,IN,B001149,Burton (IN)
119,119,"Bustos, Cheri",https://www.congress.gov/member/cheri-bustos/B001286,Democratic,Illinois,17,House,"[113, 114, 115, 116]",2013,inf,Bustos,IL,B001286,Bustos (IL)
120,120,"Butterfield, G. K.",https://www.congress.gov/member/g-k-butterfield/B001251,Democratic,North Carolina,1,House,"[108, 109, 110, 111, 112, 113, 114, 115, 116]",2004,inf,Butterfield,NC,B001251,Butterfield (NC)
121,121,"Buyer, Steve",https://www.congress.gov/member/stephen-buyer/B001203,Republican,Indiana,4,House,"[108, 109, 110, 111]",2003,2011.0,Buyer,IN,B001203,Buyer (IN)
122,122,"Byrd, Robert C.",https://www.congress.gov/member/robert-byrd/B001210,Democratic,West Virginia,6,House,"[83, 84, 85]",1953,1959.0,Byrd,WV,B001210,Byrd (WV)
123,123,"Byrne, Bradley",https://www.congress.gov/member/bradley-byrne/B001289,Republican,Alabama,1,House,"[113, 114, 115, 116]",2014,inf,Byrne,AL,B001289,Byrne (AL)
124,124,"Calvert, Ken",https://www.congress.gov/member/ken-calvert/C000059,Republican,California,42,House,"[113, 114, 115, 116]",2013,inf,Calvert,CA,C000059,Calvert (CA)
125,125,"Calvert, Ken",https://www.congress.gov/member/ken-calvert/C000059,Republican,California,44,House,"[108, 109, 110, 111, 112]",2003,2013.0,Calvert,CA,C000059,Calvert (CA)
126,126,"Camp, Dave",https://www.congress.gov/member/dave-camp/C000071,Republican,Michigan,4,House,"[103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113]",1993,2015.0,Camp,MI,C000071,Camp (MI)
127,127,"Campbell, John",https://www.congress.gov/member/john-campbell/C001064,Republican,California,45,House,[113],2013,2015.0,Campbell,CA,C001064,Campbell (CA)
128,128,"Cannon, Chris",https://www.congress.gov/member/chris-cannon/C000116,Republican,Utah,3,House,"[105, 106, 107, 108, 109, 110]",1997,2009.0,Cannon,UT,C000116,Cannon (UT)
129,129,"Canseco, Francisco ""Quico""",https://www.congress.gov/member/francisco-canseco/C001082,Republican,Texas,23,House,[112],2011,2013.0,Canseco,TX,C001082,Canseco (TX)
130,130,"Cantor, Eric",https://www.congress.gov/member/eric-cantor/C001046,Republican,Virginia,7,House,"[107, 108, 109, 110, 111, 112, 113]",2001,2014.0,Cantor,VA,C001046,Cantor (VA)
131,131,"Cantwell, Maria",https://www.congress.gov/member/maria-cantwell/C000127,Democratic,Washington,1,House,[103],1993,1995.0,Cantwell,WA,C000127,Cantwell (WA)
132,132,"Cao, Anh ""Joseph""",https://www.congress.gov/member/anh-cao/C001079,Republican,Louisiana,2,House,[111],2009,2011.0,Cao,LA,C001079,Cao (LA)
133,133,"Capito, Shelley Moore",https://www.congress.gov/member/shelley-capito/C001047,Republican,West Virginia,2,House,"[107, 108, 109, 110, 111, 112, 113]",2001,2015.0,Capito,WV,C001047,Capito (WV)
134,134,"Capps, Lois",https://www.congress.gov/member/lois-capps/C001036,Democratic,California,24,House,"[113, 114]",2013,2017.0,Capps,CA,C001036,Capps (CA)
135,135,"Capuano, Michael E.",https://www.congress.gov/member/michael-capuano/C001037,Democratic,Massachusetts,7,House,"[113, 114, 115]",2013,2019.0,Capuano,MA,C001037,Capuano (MA)
136,136,"Carbajal, Salud O.",https://www.congress.gov/member/salud-carbajal/C001112,Democratic,California,24,House,"[115, 116]",2017,inf,Carbajal,CA,C001112,Carbajal (CA)
137,137,"Cardenas, Tony",https://www.congress.gov/member/tony-cardenas/C001097,Democratic,California,29,House,"[113, 114, 115, 116]",2013,inf,Cardenas,CA,C001097,Cardenas (CA)
138,138,"Cardin, Benjamin L.",https://www.congress.gov/member/benjamin-cardin/C000141,Democratic,Maryland,3,House,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",1987,2007.0,Cardin,MD,C000141,Cardin (MD)
139,139,"Cardoza, Dennis A.",https://www.congress.gov/member/dennis-cardoza/C001050,Democratic,California,18,House,"[108, 109, 110, 111, 112]",2003,2012.0,Cardoza,CA,C001050,Cardoza (CA)
140,140,"Carnahan, Russ",https://www.congress.gov/member/russ-carnahan/C001060,Democratic,Missouri,3,House,"[109, 110, 111, 112]",2005,2013.0,Carnahan,MO,C001060,Carnahan (MO)
141,141,"Carney, Christopher P.",https://www.congress.gov/member/christopher-carney/C001065,Democratic,Pennsylvania,10,House,"[110, 111]",2007,2011.0,Carney,PA,C001065,Carney (PA)
142,142,"Carney, John C., Jr.",https://www.congress.gov/member/john-carney/C001083,Democratic,Delaware,At Large,House,"[112, 113, 114]",2011,2017.0,Carney,DE,C001083,Carney (DE)
143,143,"Carper, Thomas R.",https://www.congress.gov/member/thomas-carper/C000174,Democratic,Delaware,At Large,House,"[98, 99, 100, 101, 102]",1983,1993.0,Carper,DE,C000174,Carper (DE)
144,144,"Carson, Andre",https://www.congress.gov/member/andre-carson/C001072,Democratic,Indiana,7,House,"[110, 111, 112, 113, 114, 115, 116]",2008,inf,Carson,IN,C001072,Carson (IN)
145,145,"Carson, Julia",https://www.congress.gov/member/julia-carson/C000191,Democratic,Indiana,7,House,"[108, 109, 110]",2003,2007.0,Carson,IN,C000191,Carson (IN)
146,146,"Carter, Earl L. ""Buddy""",https://www.congress.gov/member/earl-carter/C001103,Republican,Georgia,1,House,"[114, 115, 116]",2015,inf,Carter,GA,C001103,Carter (GA)
